#DeCS_code	Term_Spanish	Term_English	MeSH_code	Synonyms
54963	proteína de membrana similar al receptor de adenovirus y coxsackie	Coxsackie and Adenovirus Receptor-Like Membrane Protein	D062727	Proteína de la Membrana Similar al Receptor de Coxsackie y Adenovirus
54964	molécula A de adhesión de uniones estrechas	Junctional Adhesion Molecule A	D062745	Molécula A de Adhesión de Unión
54965	molécula B de adhesión de uniones estrechas	Junctional Adhesion Molecule B	D062765	Molécula B de Adhesión de Unión
54966	molécula C de adhesión de uniones estrechas	Junctional Adhesion Molecule C	D062786	JAM-C|Molécula C de Adhesión de Unión
54967	glicoproteína oligodendrocítica mielínica	Oligodendrocyte-Myelin Glycoprotein	D063345	MOG|Glicoproteína Oligodendrócito-Mielina
54968	glicoproteína mielínica del oligodendrocito	Myelin-Oligodendrocyte Glycoprotein	D063308	Omgp|Glicoproteína Mielina-Oligodendrócito
54969	lectinas similares a inmunoglobulinas de unión al ácido siálico	Sialic Acid Binding Immunoglobulin-like Lectins	D063265	Lectinas Similares a la Inmunoglobulina de Unión a Ácido Siálico
54970	lectina 1 similar a Ig de unión al ácido siálico	Sialic Acid Binding Ig-like Lectin 1	D063267	-
54971	lectina 3 similar a Ig de unión al ácido siálico	Sialic Acid Binding Ig-like Lectin 3	D063268	-
54972	proteínas con dominio MARVEL	MARVEL Domain-Containing Proteins	D062792	Proteínas de Dominio MARVEL|proteínas con dominios MARVEL
54973	proteína 2 con dominio MARVEL	MARVEL Domain Containing 2 Protein	D062794	-
54974	ocludina	Occludin	D062793	ocludinas
54975	sinaptogirinas	Synaptogyrins	D062805	-
54976	proteínas de las uniones estrechas	Tight Junction Proteins	D062725	Proteínas de las Uniones Estrechas|Proteínas de Uniones Estrechas
54977	claudina 1	Claudin-1	D062445	Claudina-1
54978	claudina 2	Claudin-2	D062446	Claudina-2
54979	claudina 3	Claudin-3	D062465	Claudina-3
54980	claudina 4	Claudin-4	D062506	claudina4|Claudina-4
54981	claudina 5	Claudin-5	D062507	Claudina-5
54982	proteínas de la zonula occludens	Zonula Occludens Proteins	D062825	Proteínas de las Uniones Ocluyentes|proteínas de la zona occludens
54983	proteína 1 de la zonula occludens	Zonula Occludens-1 Protein	D062826	Proteína de la Zona Occludens 1|proteína 1 de la zona occludens|Proteína de la Zonula Occludens-1
54984	Proteína 2 de la zonula occludens	Zonula Occludens-2 Protein	D062827	Proteína de la Zona Occludens 2|proteína 2 de la zona occludens|Proteína de la Zonula Occludens-2
54985	productos finales de la degradación proteica	Protein Degradation End Products	D062106	Productos Finales de Degradación de Proteínas
54986	productos de la oxidación proteica avanzada	Advanced Oxidation Protein Products	D062107	POPA|Productos Avanzados de Oxidación de Proteínas
54987	ácidos nucleicos inmovilizados	Immobilized Nucleic Acids	D061925	-
54988	ARN largo no codificante	RNA, Long Noncoding	D062085	ARN Largo no Traducido
54989	vacunas vivas no atenuadas	Vaccines, Live, Unattenuated	D062690	vacunas no atenuadas
54990	vacunas antiadenovirus	Adenovirus Vaccines	D062705	vacunas de adenovirus|Vacunas contra el Adenovirus
54992	aguas residuales	Waste Water	D062065	agua residual|agua servida|aguas servidas
54993	sustancias controladas	Controlled Substances	D061891	-
54994	inhibidores de caspasas	Caspase Inhibitors	D061945	-
54995	inhibidores de metaloproteinasas de la matriz	Matrix Metalloproteinase Inhibitors	D061965	Inhibidores de la Metaloproteinasa de la Matriz
54996	inhibidores del proteasoma	Proteasome Inhibitors	D061988	Inhibidor de Proteasoma|Inhibidores Proteasomales|Inhibidores del Proteasoma|inhibidor del proteasoma|Inhibidores de Proteasoma
54997	agonistas de los canales de sodio	Sodium Channel Agonists	D062687	Agonistas de Canales de Sodio
54998	agonistas de los canales del sodio epiteliales	Epithelial Sodium Channel Agonists	D062708	Agonistas de los Canales de Sodio Epiteliales|Agonistas del Canal de Sodio Epitelial
54999	agonistas de los canales del sodio dependientes de voltaje	Voltage-Gated Sodium Channel Agonists	D061585	Activadores de los Canales de Sodio Activados por Voltaje|Activadores del Canal de Sodio Activado por Voltaje|Agonistas de los Canales de Sodio Activados por Voltaje|activadores de los canales del sodio dependientes de voltaje|Agonistas del Canal de Sodio Activado por Voltaje
55000	bloqueantes de los canales del sodio sensibles a ácidos	Acid Sensing Ion Channel Blockers	D062646	Bloqueadores de los Canales Iónicos Sensibles al Ácido|Bloqueadores de los Canales de Sodio Activados por Protones|Bloqueadores del Canal de Sodio Activado por Protones|bloqueantes de los canales del sodio sensibles a protones|Bloqueadores del Canal Iónico Sensible al Ácido
55001	bloqueantes de los canales del sodio epiteliales	Epithelial Sodium Channel Blockers	D062686	Bloqueadores de los Canales Iónicos de Sodio Epiteliales|Bloqueadores de los Canales de Sodio Epiteliales|Bloqueadores del Canal Iónico de Sodio Epitelial|bloqueantes de los canales iónicos del sodio epiteliales|Bloqueadores del Canal de Sodio Epitelial
55002	bloqueantes de los canales del sodio dependientes de voltaje	Voltage-Gated Sodium Channel Blockers	D061567	Bloqueadores de los Canales de Sodio Activados por Voltaje|Bloqueadores del Canal de Sodio Activado por Voltaje
55003	moduladores de los receptores de cannabinoides	Cannabinoid Receptor Modulators	D063385	Moduladores de Receptores de Canabinoides|moduladores de los receptores de canabinoides|Moduladores de Receptores de Cannabinoides
55004	agonistas de los receptores cannabinoides	Cannabinoid Receptor Agonists	D063386	Agonistas de Receptores de Canabinoides|Agonistas de Receptores de Cannabinoides
55005	antagonistas de los receptores cannabinoides	Cannabinoid Receptor Antagonists	D063387	Antagonistas de Receptores de Canabinoides|Antagonistas de Receptores de Cannabinoides
55006	diuréticos ahorradores de potasio	Diuretics, Potassium Sparing	D062865	Diuréticos Conservadores de Potasio
55007	preparaciones blanqueadoras de la piel	Skin Lightening Preparations	D062327	Preparaciones para Aclaramiento de la Piel
55008	aspiración con aguja fina guiada por ecografía endoscópica	Endoscopic Ultrasound-Guided Fine Needle Aspiration	D061765	aspiración con aguja fina guiada por ultrasonidos endoscópicos|Biopsia por Aspiración con Aguja Fina Guiada por Ultrasonido Endoscópico
55009	biopsia con aguja gruesa	Biopsy, Large-Core Needle	D062005	-
55010	biopsia guiada por imágenes	Image-Guided Biopsy	D061705	Biopsia Guiada por Imagen
55011	tiempo de lisis del coágulo de fibrina	Fibrin Clot Lysis Time	D063285	-
55012	pruebas de ADN del papilomavirus humano	Human Papillomavirus DNA Tests	D061809	Pruebas de ADN del Papillomavirus Humano
55013	microscopía nuclear	Nuclear Microscopy	D062345	-
55014	conectoma	Connectome	D063132	Conectómica Encefálica|Mapeo del Conectoma|cartografía conectómica|conectómica|conectómica cerebral|mapeo conectómico
55015	imágenes ópticas	Optical Imaging	D061848	Imagen Óptica
55016	imágenes de banda estrecha	Narrow Band Imaging	D062048	Imagen de Banda Estrecha
55017	análisis de la onda del pulso	Pulse Wave Analysis	D063177	Velocidad de la Onda del Pulso
55018	pruebas maternas séricas de cribado	Maternal Serum Screening Tests	D062145	pruebas séricas de cribado gestacional|Pruebas de Detección del Suero Materno
55019	paquimetría corneal	Corneal Pachymetry	D063171	-
55020	monitorización neuromuscular	Neuromuscular Monitoring	D061886	Monitoreo Neuromuscular
55021	evaluación de síntomas	Symptom Assessment	D063189	valoración sintomatológica
55022	ventilación no invasiva	Noninvasive Ventilation	D063087	-
55023	ventilación pulmonar unilateral	One-Lung Ventilation	D061810	Ventilación Unipulmonar
55024	embolectomía con globo	Balloon Embolectomy	D063125	Cateterismo con Balón de Fogarty|cateterismo con globo de Fogarty|Embolectomía con Balón
55025	valvuloplastia con globo	Balloon Valvuloplasty	D063126	Valvotomía con Balón|valvotomía con globo|Valvuloplastia con Balón
55026	abdominoplastia	Abdominoplasty	D061645	-
55027	administración intravenosa	Administration, Intravenous	D061605	inyección intravenosa
55029	estimulación medular	Spinal Cord Stimulation	D062187	Estimulación de la Médula Espinal
55030	asistencia vital avanzada en traumatismos	Advanced Trauma Life Support Care	D061906	Apoyo Vital Avanzado en Trauma|Soporte Avanzado Vital en Trauma|soporte vital avanzado en traumatismos|Atención de Apoyo Vital Avanzado en Trauma
55031	crema cutánea	Skin Cream	D063465	Crema para la Piel
55032	tiempo hasta el tratamiento	Time-to-Treatment	D061665	Tiempo para el Tratamiento|Tratamiento Diferido|Tratamientos Diferidos|demora en el tratamiento|retraso del tratamiento|tratamiento retrasado|tratamientos retrasados|Tiempo de Tratamiento
55033	tratamiento con luz intensa pulsada	Intense Pulsed Light Therapy	D062325	Tratamiento de Luz Pulsada Intensa
55034	irradiación craneoespinal	Craniospinal Irradiation	D061888	-
55035	radioterapia con iones pesados	Heavy Ion Radiotherapy	D063193	Radioterapia de Iones Pesados
55036	terapia con protones	Proton Therapy	D061766	terapia de protones
55037	cirugía coronaria percutánea	Percutaneous Coronary Intervention	D062645	Cirugía Coronaria Percutánea|intervenciones coronarias percutáneas|revascularizaciones coronarias percutáneas|revascularización coronaria percutánea|Intervención Coronaria Percutánea
55038	hemorroidectomía	Hemorrhoidectomy	D061865	Hemorreoidectomía
55039	hemiartroplastia	Hemiarthroplasty	D062785	-
55040	tratamiento de micropresión transtimpánica	Transtympanic Micropressure Treatment	D062086	-
55041	tiempo quirúrgico	Operative Time	D061646	tiempo operatorio|Tempo Operativo
55042	procedimientos quirúrgicos dermatológicos	Dermatologic Surgical Procedures	D062109	-
55043	conversión a cirugía abierta	Conversion to Open Surgery	D061887	-
55044	miomectomía uterina	Uterine Myomectomy	D063186	fibroidectomía|miomectomía
55045	acelerometría	Accelerometry	D061725	-
55046	bioimpresión	Bioprinting	D062028	Bioprinting
55047	electroforesis nativa en gel de poliacrilamida	Native Polyacrylamide Gel Electrophoresis	D063347	Electroforesis en Gel de Poliacrilamida Nativa
55048	filtros de aire	Air Filters	D061808	filtro de aire
55049	inactivación por luz asistida por cromóforos	Chromophore-Assisted Light Inactivation	D061885	Inactivación por Luz Asistida por Cromóforo
55050	evaluación del impacto sobre la salud	Health Impact Assessment	D062489	Evaluación del Impacto en la Salud
55051	puntuaciones de disfunción orgánica	Organ Dysfunction Scores	D063305	Puntuaciones MODS|Puntuaciones SOFAS|Puntuación de Disfunción Orgánica Múltiple|Índice de Disfunción Orgánica Múltiple|escala MODS|escala SOFA|escalas de disfunción orgánica|índice de disfunción orgánica múltiple|Puntuaciones en la Disfunción de Órganos
55052	estado del paciente	Patient Acuity	D062072	Gravedad del Paciente
55053	vigilancia en salud pública	Public Health Surveillance	D062486	vigilancia de la salud|vigilancia de la salud pública|vigilancia en salud
55054	monitorización epidemiológica	Epidemiological Monitoring	D062665	Monitorización Epidemiológica|vigilancia epidemiológica|Monitoreo Epidemiológico
55055	cartografía geográfica	Geographic Mapping	D062305	cartografía|Mapeo Geográfico
55056	análisis espacial	Spatial Analysis	D062206	Estimación de Densidad de Kernel|estimación kernel de la densidad
55057	análisis temporoespacial	Spatio-Temporal Analysis	D062211	Análisis Espacio-Temporal
55058	precisión de la metrología dimensional	Dimensional Measurement Accuracy	D061827	Precisión de la Medición Dimensional
55059	obstrucción del catéter	Catheter Obstruction	D061807	-
55060	técnicas de visualización de la superficie celular	Cell Surface Display Techniques	D061505	Técnicas de Visualización de Superficie Celular
55061	optogenética	Optogenetics	D062308	-
55062	simulación de acoplamiento molecular	Molecular Docking Simulation	D062105	Simulaciones de Acoplamiento Molecular|simulacines de acoplamiento molecular|Simulación del Acoplamiento Molecular
55063	dosimetría por luminiscencia estimulada ópticamente	Optically Stimulated Luminescence Dosimetry	D062791	Dosimetría Luminiscente Ópticamente Estimulada|Dosimetría por Luminiscencia Ópticamente Estimulada|dosimetría luminiscente estimulada ópticamente|Dosimetría con Luminiscencia Ópticamente Estimulada
55064	reacción de cicloadición	Cycloaddition Reaction	D061565	cicloadición
55065	termometría	Thermometry	D062125	-
55066	genioplastia	Genioplasty	D063172	Mentoplastia
55067	osteotomía mandibular	Mandibular Osteotomy	D063168	Mandibulectomia|Mandibuloplastía|mandibulectomía|mandibulectomía segmentaria|mandibuloplastia|mandibulotomía
55068	reconstrucción mandibular	Mandibular Reconstruction	D063175	-
55069	osteotomía maxilar	Maxillary Osteotomy	D063166	-
55070	catéteres urinarios	Urinary Catheters	D062885	-
55071	dispositivos de acceso vascular	Vascular Access Devices	D062666	Acceso Vascular|Líneas Arteriales|Puertas de Acceso Vascular|líneas intraarteriales|puertos de acceso vascular|reservorios venosos|vías arteriales|vías intraarteriales
55072	catéteres cardíacos	Cardiac Catheters	D062906	-
55073	catéteres venosos centrales	Central Venous Catheters	D062905	-
55074	nariz electrónica	Electronic Nose	D062609	lengua electrónica
55075	interfaces cerebro-computador	Brain-Computer Interfaces	D062207	Interfaces Encéfalo-Computador
55076	prótesis articulares de metal-metal	Metal-on-Metal Joint Prostheses	D061825	Prótesis Articulares de Metal sobre Metal
55077	ortesis del pie	Foot Orthoses	D061826	-
55078	canto	Singing	D063346	Canto Popular
55079	distribución animal	Animal Distribution	D063147	dispersión animal
55080	comidas	Meals	D062407	Hora de Comer|cena|hora de la cena|horas de las comidas
55081	desayuno	Breakfast	D062408	-
55082	almuerzo	Lunch	D062409	Hora de Almuerzo|hora del almuerzo
55083	refrigerios	Snacks	D062410	Hora de la Merienda|Meriendas|Picoteo|hora del refrigerio|tentempiés|Bocadillos
55084	discriminación por edad	Ageism	D063506	Discriminación Etaria|Discriminación por Edad|Discriminación por la Edad|Edadismo|Etarismo|Ageísmo
55085	homofobia	Homophobia	D063509	Homofobia Interna|lesbofobia
55086	racismo	Racism	D063505	Desigualdad Racial en la Salud|Discriminación Etnogeográfica|Discriminación Racial Evidente|Discriminación basada en el Origen|Discriminación basada en el Origen Étnico|Discriminación basada en la Ancestralidad|Discriminación Étnica|Etnocentrismo|Prejuicio basado en el Origen Étnico|Prejuicio basado en la Ancestralidad|Prejuicio Étnico|Racialismo|discriminación basada en el origen nacional|discriminación basada en el origen étnico|discriminación cultural|discriminación cultural|discriminación geográfica|discriminación racial|discriminación étnica|parcialidad racial|prejuicio basado en el origen|prejuicio basado en el origen nacional|prejuicio basado en el origen étnico|prejuicio cultural|prejuicio cultural|prejuicio geográfico|prejuicio racial|prejuicio étnico|sesgo racial
55087	sexismo	Sexism	D063507	Discriminación Basada en Género|Lacuna de Género|Lacuna entre los Géneros|Prejuicio Sexual|Prejuicio de Género|Suposición Cisexual|Suposición Cissexual|cisexismo|cisgenerismo|cisnormatividad|cissexismo|discriminación basada en el género|discriminación por género|discriminación por sexo|discriminación sexual|genderismo|generismo|heterosexismo|sesgo de género|sesgo de sexo|suposiciones cisexuales
